RightTrapeziusdescendens,LeftTrapeziusdescendens
                0.011889	  ,              -0.026782	
                0.014907	  ,              -0.021196	
                0.000025	  ,              -0.009954	
               -0.029823	  ,              -0.005186	
               -0.017850	  ,              -0.022268	
               -0.006994	  ,              -0.028971	
                0.002775	  ,              -0.031093	
                0.011485	  ,              -0.033017	
                0.008693	  ,              -0.021321	
                0.001357	  ,              -0.013927	
                0.003458	  ,              -0.007237	
                0.005366	  ,              -0.001264	
                0.007082	  ,               0.001657	
                0.001920	  ,               0.000383	
                0.003381	  ,              -0.000688	
                0.002071	  ,              -0.000051	
                0.000994	  ,               0.006651	
                0.008759	  ,               0.010958	
                0.011759	  ,               0.023484	
                0.003328	  ,               0.025019	
               -0.013580	  ,               0.029728	
               -0.006177	  ,               0.039947	
                0.009420	  ,               0.049111	
                0.027787	  ,               0.054859	
                0.044886	  ,               0.059884	
                0.051280	  ,               0.064557	
                0.057113	  ,               0.066701	
                0.047612	  ,               0.061969	
                0.042356	  ,               0.056270	
                0.031573	  ,               0.045274	
                0.021842	  ,               0.034398	
                0.013014	  ,               0.021779	
                0.000541	  ,               0.013300	
               -0.024610	  ,               0.008775	
               -0.049583	  ,              -0.000727	
               -0.085313	  ,               0.003108	
               -0.098963	  ,               0.000039	
               -0.067646	  ,              -0.002823	
               -0.032846	  ,               0.004419	
               -0.004827	  ,               0.009103	
               -0.008256	  ,               0.006699	
               -0.011325	  ,              -0.001583	
               -0.014030	  ,              -0.011641	
               -0.011178	  ,              -0.012710	
                0.016028	  ,              -0.013575	
                0.019514	  ,              -0.012237	
                0.016220	  ,              -0.014932	
                0.018992	  ,              -0.013730	
                0.010825	  ,              -0.012507	
               -0.006381	  ,              -0.012801	
               -0.030900	  ,              -0.018781	
               -0.014441	  ,              -0.026028	
                0.006264	  ,              -0.024415	
                0.014198	  ,              -0.022942	
                0.006760	  ,              -0.021448	
               -0.008847	  ,              -0.021488	
                0.013498	  ,              -0.024389	
                0.034080	  ,              -0.014348	
                0.036577	  ,              -0.015144	
                0.034010	  ,              -0.008369	
                0.027211	  ,              -0.013441	
                0.012900	  ,              -0.012008	
               -0.014914	  ,              -0.014453	
               -0.074486	  ,              -0.016721	
               -0.099792	  ,              -0.020091	
               -0.044928	  ,              -0.014852	
               -0.023539	  ,              -0.015037	
               -0.004302	  ,              -0.019912	
                0.001388	  ,              -0.014694	
               -0.003885	  ,              -0.011358	
               -0.018229	  ,              -0.016316	
               -0.022579	  ,              -0.005463	
               -0.034305	  ,               0.008514	
               -0.023438	  ,               0.010470	
               -0.013631	  ,               0.008880	
               -0.004884	  ,               0.004437	
                0.008701	  ,               0.011438	
                0.015851	  ,               0.005245	
                0.026840	  ,              -0.005011	
                0.020578	  ,              -0.003652	
                0.018502	  ,               0.000011	
                0.023331	  ,              -0.007825	
                0.027627	  ,              -0.010941	
                0.028693	  ,              -0.000778	
                0.024724	  ,               0.003099	
                0.009664	  ,               0.004093	
                0.003412	  ,               0.011663	
                0.001431	  ,               0.012466	
                0.006448	  ,               0.022511	
               -0.004146	  ,               0.031850	
               -0.008103	  ,               0.025331	
               -0.004281	  ,               0.019495	
               -0.001007	  ,               0.011972	
                0.006284	  ,               0.008972	
                0.018424	  ,               0.012873	
                0.020080	  ,               0.010376	
                0.030663	  ,              -0.000525	
                0.034638	  ,               0.003758	
                0.035725	  ,              -0.006103	
                0.038811	  ,              -0.022633	
                0.039671	  ,              -0.056246	
                0.036812	  ,              -0.060906	
                0.023879	  ,              -0.065216	
                0.007145	  ,              -0.053348	
               -0.008325	  ,              -0.042532	
               -0.038715	  ,              -0.019630	
               -0.051638	  ,              -0.004898	
               -0.047469	  ,               0.003043	
               -0.021917	  ,               0.025117	
               -0.031512	  ,               0.069662	
               -0.052007	  ,               0.153100	
               -0.070751	  ,               0.117963	
               -0.033364	  ,               0.044769	
               -0.006802	  ,               0.016196	
                0.007474	  ,               0.007461	
                0.011750	  ,              -0.015888	
               -0.000093	  ,              -0.008797	
