RightLatissimusDorsi,LeftLatissimusDorsi
           -0.011632	  ,           0.004519	  
           -0.014051	  ,           0.000116	  
           -0.011450	  ,           0.004298	  
           -0.009022	  ,           0.000731	  
           -0.002747	  ,          -0.002303	  
            0.002957	  ,          -0.005156	  
            0.004749	  ,          -0.016993	  
            0.000347	  ,          -0.014925	  
           -0.000850	  ,          -0.022085	  
            0.013017	  ,          -0.017624	  
            0.029595	  ,          -0.025936	  
            0.022911	  ,          -0.017775	  
            0.000610	  ,          -0.001814	  
           -0.025981	  ,           0.013814	  
           -0.014769	  ,           0.011856	  
           -0.011221	  ,          -0.004658	  
           -0.002190	  ,          -0.002242	  
            0.000881	  ,          -0.005368	  
           -0.001603	  ,           0.000914	  
           -0.008588	  ,           0.002956	  
           -0.006123	  ,          -0.001909	  
            0.004167	  ,           0.015035	  
           -0.012325	  ,          -0.000358	  
           -0.014253	  ,          -0.030547	  
            0.004276	  ,          -0.017088	  
            0.016571	  ,          -0.013000	  
            0.005421	  ,          -0.002071	  
            0.007441	  ,           0.001211	  
            0.012987	  ,           0.004162	  
            0.011294	  ,           0.001582	  
            0.006775	  ,           0.008855	  
           -0.005515	  ,           0.010980	  
           -0.017006	  ,          -0.003129	  
            0.000079	  ,          -0.004851	  
            0.011298	  ,           0.010392	  
           -0.002779	  ,           0.012403	  
            0.010271	  ,           0.003177	  
            0.032160	  ,          -0.001756	  
            0.023334	  ,          -0.009200	  
            0.015323	  ,          -0.002149	  
            0.022675	  ,           0.014229	  
           -0.010727	  ,           0.012011	  
           -0.053810	  ,           0.001917	  
           -0.047545	  ,          -0.014651	  
           -0.020678	  ,          -0.034630	  
           -0.025046	  ,          -0.031630	  
           -0.046473	  ,          -0.014226	  
           -0.034163	  ,          -0.003001	  
           -0.015751	  ,           0.011159	  
           -0.005738	  ,           0.016632	  
            0.015104	  ,           0.011454	  
            0.001516	  ,           0.015890	  
           -0.010619	  ,           0.019794	  
           -0.003860	  ,           0.028374	  
            0.002323	  ,           0.011183	  
           -0.003133	  ,          -0.025887	  
            0.015458	  ,          -0.020545	  
            0.022670	  ,          -0.015735	  
            0.016052	  ,          -0.011275	  
            0.009980	  ,           0.000524	  
           -0.017701	  ,          -0.010300	  
           -0.013615	  ,          -0.007122	  
           -0.024212	  ,           0.001592	  
           -0.007728	  ,           0.004226	  
            0.001047	  ,          -0.003046	  
            0.009063	  ,          -0.009596	  
            0.006544	  ,          -0.007500	  
            0.008591	  ,          -0.012962	  
            0.006372	  ,          -0.001122	  
            0.022848	  ,           0.009480	  
            0.042754	  ,           0.008108	  
            0.034310	  ,           0.016801	  
            0.031687	  ,           0.033684	  
            0.042616	  ,           0.040715	  
            0.052622	  ,           0.024987	  
            0.043216	  ,           0.018782	  
            0.017832	  ,          -0.009082	  
           -0.000207	  ,          -0.028861	  
           -0.009904	  ,           0.011163	  
           -0.054519	  ,           0.037501	  
           -0.060521	  ,          -0.006083	  
           -0.030983	  ,          -0.023326	  
           -0.014933	  ,          -0.028359	  
            0.009236	  ,          -0.013867	  
            0.004841	  ,          -0.026874	  
           -0.030990	  ,          -0.038448	  
           -0.026133	  ,          -0.012981	  
           -0.065544	  ,          -0.016080	  
           -0.070387	  ,          -0.007227	  
           -0.007209	  ,          -0.004509	  
            0.018607	  ,          -0.002118	  
            0.010753	  ,           0.000120	  
            0.003573	  ,           0.006203	  
           -0.015718	  ,           0.004303	  
           -0.033033	  ,           0.005932	  
           -0.027654	  ,           0.004353	  
           -0.013182	  ,           0.002971	  
            0.008764	  ,           0.011680	  
            0.012590	  ,           0.026374	  
            0.016068	  ,           0.016051	  
            0.006246	  ,           0.006618	  
            0.009119	  ,           0.004776	  
            0.022737	  ,           0.009166	  
            0.024991	  ,           0.013059	  
            0.027078	  ,           0.014174	  
            0.016891	  ,          -0.000723	  
            0.011297	  ,          -0.010892	  
            0.009606	  ,           0.002050	  
           -0.000968	  ,           0.023963	  
            0.006004	  ,           0.026792	  
            0.017269	  ,           0.018617	  
            0.021700	  ,           0.006268	  
            0.025609	  ,          -0.004837	  
            0.044295	  ,          -0.010832	  
            0.074012	  ,          -0.038528	  
            0.053797	  ,          -0.042185	  
            0.071556	  ,          -0.009308	  
            0.034990	  ,          -0.013642	  
            0.016469	  ,          -0.026901	  
            0.002061	  ,          -0.006957	  
           -0.028609	  ,          -0.003421	  
           -0.088248	  ,          -0.013230	  
           -0.165141	  ,          -0.010345	  
           -0.112563	  ,          -0.002253	  
           -0.046102	  ,           0.010015	  
           -0.020238	  ,           0.007691	  
           -0.012559	  ,           0.009602	  
           -0.005606	  ,           0.003968	  
           -0.012157	  ,          -0.007839	  
           -0.029621	  ,          -0.012374	  
           -0.013880	  ,          -0.010985	  
            0.000292	  ,          -0.009784	  
            0.013280	  ,          -0.006597	  
            0.024907	  ,          -0.003595	  
            0.042759	  ,           0.010365	  
            0.045679	  ,           0.000172	  
            0.024600	  ,           0.001998	  
           -0.016552	  ,           0.017181	  
           -0.022339	  ,           0.003009	  
            0.014730	  ,          -0.006208	  
            0.019409	  ,          -0.001102	  
            0.023735	  ,           0.018785	  
            0.019793	  ,           0.016040	  
            0.001721	  ,           0.008751	  
           -0.021157	  ,           0.002147	  
           -0.012257	  ,           0.020505	  
            0.001486	  ,           0.037602	  
            0.008750	  ,           0.057628	  
            0.006577	  ,           0.049297	  
            0.000534	  ,           0.051483	  
           -0.005014	  ,           0.040161	  
            0.000040	  ,           0.009536	  
           -0.004484	  ,          -0.056333	  
           -0.014058	  ,          -0.046642	  
           -0.012853	  ,          -0.020657	  
           -0.005118	  ,          -0.012810	  
           -0.020866	  ,          -0.076633	  
           -0.018643	  ,          -0.084953	  
            0.007900	  ,          -0.030230	  
            0.018662	  ,          -0.023059	  
            0.015371	  ,          -0.016578	  
            0.018129	  ,          -0.010808	  
            0.015364	  ,           0.005054	  
           -0.006870	  ,           0.000305	  
           -0.003891	  ,           0.004650	  
            0.015230	  ,           0.016365	  
           -0.001975	  ,           0.027137	  
            0.004713	  ,           0.043534	  
            0.010807	  ,           0.028655	  
            0.008913	  ,           0.036781	  
            0.013951	  ,           0.019555	  
            0.015442	  ,           0.017377	  
            0.014038	  ,           0.007236	  
            0.032920	  ,           0.023994	  
            0.041043	  ,           0.003706	  
            0.023860	  ,          -0.037379	  
            0.008402	  ,          -0.054786	  
            0.002422	  ,          -0.006749	  
            0.011837	  ,          -0.000337	  
            0.003496	  ,          -0.017790	  
           -0.010248	  ,          -0.001894	  
           -0.023130	  ,           0.002853	  
           -0.034821	  ,          -0.001538	  
           -0.011665	  ,           0.002355	  
            0.018256	  ,          -0.008451	  
           -0.001561	  ,          -0.024824	  
           -0.004989	  ,          -0.027684	  
           -0.027918	  ,          -0.019540	  
           -0.048694	  ,           0.007734	  
           -0.029574	  ,           0.018576	  
           -0.031915	  ,           0.002178	  
           -0.029682	  ,           0.010981	  
           -0.031654	  ,           0.019115	  
           -0.037175	  ,           0.011836	  
           -0.018547	  ,           0.009601	  
            0.008658	  ,           0.023758	  
            0.005091	  ,           0.006969	  
            0.008305	  ,          -0.013340	  
            0.029140	  ,          -0.005156	  
            0.037287	  ,          -0.022423	  
            0.004953	  ,          -0.020308	  
            0.018095	  ,          -0.006222	  
            0.037980	  ,          -0.000801	  
            0.048716	  ,           0.000676	  
            0.051870	  ,           0.017460	  
            0.006872	  ,           0.019590	  
