RightTrapeziusdescendens,LeftTrapeziusdescendens
                  0.001155	,                 0.000879	
                  0.005778	,                -0.002981	
                  0.010034	,                -0.002445	
                  0.016941	,                -0.000911	
                  0.017754	,                 0.001285	
                  0.008319	,                -0.002583	
                  0.002145	,                -0.001051	
                 -0.005485	,                -0.004065	
                 -0.006340	,                -0.006041	
                 -0.007023	,                -0.004149	
                 -0.011059	,                -0.003113	
                 -0.016085	,                 0.001953	
                 -0.025107	,                -0.004444	
                 -0.028513	,                -0.003579	
                 -0.027206	,                -0.002888	
                 -0.011290	,                -0.000850	
                  0.004343	,                -0.001347	
                  0.002391	,                 0.000337	
                  0.004315	,                -0.004378	
                  0.012768	,                -0.000156	
                  0.011251	,                 0.003867	
                  0.012606	,                -0.003895	
                  0.006390	,                -0.000690	
                  0.005430	,                -0.003724	
                  0.006480	,                 0.000825	
                  0.016756	,                -0.001717	
                  0.012668	,                 0.006679	
                  0.011446	,                 0.005602	
                  0.014595	,                 0.010751	
                  0.000901	,                -0.001438	
                 -0.008355	,                 0.000238	
                 -0.009989	,                -0.001296	
                 -0.008420	,                 0.002732	
                 -0.009718	,                -0.006049	
                 -0.008486	,                -0.000487	
                 -0.016164	,                -0.001513	
                 -0.021259	,                 0.001169	
                 -0.025634	,                -0.003054	
                 -0.019560	,                 0.002160	
                 -0.007975	,                -0.002741	
                 -0.002851	,                 0.004153	
                 -0.004312	,                -0.002278	
                  0.002640	,                 0.001925	
                 -0.003566	,                 0.001224	
                  0.002041	,                 0.001869	
                 -0.000969	,                 0.001340	
                  0.003598	,                -0.000376	
                  0.001069	,                -0.001899	
                  0.004780	,                -0.006947	
                  0.002750	,                -0.003392	
                  0.001067	,                -0.003899	
                  0.003930	,                -0.001031	
                  0.003426	,                -0.001548	
                  0.004611	,                 0.000632	
                  0.004942	,                 0.000949	
                 -0.000812	,                 0.001267	
                 -0.001669	,                -0.003972	
                  0.000494	,                 0.001248	
                 -0.000228	,                 0.001902	
                  0.006629	,                -0.002326	
                  0.005713	,                 0.000548	
                 -0.002093	,                 0.004077	
                  0.005130	,                 0.002881	
                  0.000529	,                -0.003525	
                  0.001334	,                -0.002652	
                  0.003490	,                 0.001577	
                  0.002798	,                 0.002262	
                  0.007022	,                 0.001598	
                  0.004148	,                 0.002114	
                 -0.000568	,                -0.000738	
                 -0.002226	,                 0.002825	
                 -0.006232	,                 0.001659	
                  0.001564	,                 0.000503	
                  0.004794	,                 0.001549	
                  0.010029	,                 0.002588	
                  0.016413	,                 0.005644	
                  0.014862	,                 0.003967	
                  0.019041	,                -0.001731	
                  0.024192	,                -0.004203	
                  0.016358	,                -0.000433	
                  0.011074	,                -0.003925	
                  0.004624	,                 0.001867	
                  0.000402	,                 0.001235	
                 -0.008005	,                -0.000731	
                 -0.018210	,                -0.002360	
                 -0.027677	,                -0.005157	
                 -0.023786	,                -0.001540	
                 -0.020426	,                -0.003656	
                 -0.017248	,                -0.000707	
                 -0.017960	,                 0.000385	
                 -0.013602	,                -0.001230	
                 -0.011289	,                 0.001214	
                 -0.013206	,                 0.003136	
                 -0.007358	,                -0.000667	
                 -0.000369	,                 0.006995	
                  0.002381	,                -0.002383	
                 -0.000102	,                -0.001114	
                  0.000628	,                 0.002177	
                  0.001343	,                 0.005280	
                  0.003071	,                 0.000792	
                 -0.003297	,                 0.001714	
                 -0.004081	,                 0.001119	
                  0.002882	,                 0.003230	
                  0.016880	,                 0.002805	
                  0.014816	,                 0.003393	
                  0.016633	,                 0.004983	
                  0.018264	,                 0.000842	
                  0.013647	,                 0.000418	
                  0.009555	,                -0.004216	
                  0.005817	,                 0.000099	
                 -0.001942	,                 0.000685	
                  0.001107	,                -0.001766	
                  0.005651	,                -0.004716	
                  0.004791	,                 0.000939	
                  0.001058	,                -0.004217	
                 -0.009561	,                -0.003457	
                 -0.004980	,                 0.000830	
                 -0.000924	,                -0.000791	
                  0.000247	,                -0.000223	
                 -0.002983	,                 0.002025	
                 -0.004003	,                -0.004338	
                 -0.017996	,                -0.005106	
                 -0.015928	,                -0.002510	
                 -0.010326	,                -0.000266	
                 -0.008666	,                 0.003320	
                 -0.010241	,                 0.000313	
                  0.002217	,                 0.000853	
                  0.000461	,                 0.001385	
                  0.001905	,                -0.001647	
                  0.005886	,                -0.003676	
                  0.002076	,                -0.003330	
                  0.002997	,                -0.005704	
                 -0.004385	,                -0.001995	
                 -0.010916	,                 0.001042	
                 -0.016928	,                -0.000151	
                 -0.008556	,                -0.002702	
                 -0.005417	,                -0.005085	
                  0.003992	,                -0.006120	
                  0.002748	,                -0.001920	
                  0.008283	,                -0.002451	
                  0.011295	,                -0.001973	
                  0.006719	,                -0.003536	
                  0.007572	,                -0.000524	
                  0.006907	,                -0.001748	
                  0.003380	,                 0.001760	
                  0.001717	,                -0.003366	
                  0.005809	,                 0.000133	
                  0.001100	,                -0.001612	
                  0.000612	,                 0.001210	
                 -0.001087	,                -0.000369	
                  0.001437	,                -0.003474	
                  0.003621	,                -0.002355	
                  0.001570	,                -0.001406	
                  0.000538	,                 0.002412	
                  0.000882	,                -0.000202	
                  0.004609	,                 0.000907	
                  0.003418	,                 0.003702	
                  0.000532	,                 0.001083	
                 -0.002008	,                 0.000662	
                 -0.000999	,                 0.002941	
                 -0.002012	,                 0.004714	
                 -0.003346	,                 0.000737	
                  0.000563	,                -0.001047	
                 -0.003483	,                 0.000389	
                 -0.000932	,                 0.005380	
                 -0.002102	,                -0.001138	
                  0.000790	,                 0.001315	
                  0.006580	,                 0.000557	
                 -0.002856	,                 0.002495	
                 -0.001624	,                -0.003346	
                 -0.002598	,                -0.001226	
                 -0.001548	,                -0.000638	
                  0.003042	,                 0.000970	
                  0.015928	,                -0.004353	
                  0.017821	,                -0.000882	
                  0.012775	,                -0.000451	
                  0.017379	,                 0.001162	
                  0.012178	,                 0.005320	
                  0.008155	,                 0.000511	
                  0.004469	,                 0.004661	
                  0.007714	,                 0.008649	
                  0.000465	,                 0.000804	
                 -0.009822	,                -0.002475	
                 -0.013856	,                -0.001520	
                 -0.017547	,                -0.004293	
                 -0.014296	,                -0.000118	
                 -0.006958	,                 0.002030	
                 -0.007730	,                -0.001570	
                 -0.011884	,                 0.000073	
                 -0.018763	,                 0.004086	
                 -0.019561	,                -0.002734	
                 -0.016973	,                -0.000068	
                 -0.016257	,                -0.000958	
                 -0.009791	,                 0.004255	
                 -0.007214	,                -0.002202	
                 -0.003462	,                -0.003077	
                  0.004345	,                -0.002427	
                  0.020092	,                -0.000425	
                  0.022304	,                -0.003495	
                  0.016222	,                -0.000632	
                  0.018085	,                -0.001163	
                  0.016397	,                 0.001862	
                  0.005732	,                 0.002180	
                  0.001646	,                -0.000362	
                  0.007868	,                 0.002841	
                  0.006805	,                -0.001061	
                 -0.002716	,                -0.001575	
                 -0.003957	,                 0.000618	
                 -0.009595	,                 0.001794	
